,text,is_depressed
40,"Quando você vive em trevas, a escuridão não tem assusta mais.",True
41,"Lágrimas escorrem, mas sorrisos disfarçam.",True
42,"Quem dera se as minhas palhaçadas fossem sinal de alegria. Às vezes, é só um disfarce da minha tristeza.",True
43,"Tento me esconder do mundo, das pessoas, mas nunca consigo me esconder da tristeza.",True
44,Quantas vezes já fui o chão de pessoas caídas.,True
45,"Se o espelho refletisse o que sinto por dentro, ele me estenderia a mão.",True
46,Estou estocando esperança dentro do vazio.,True
47,Sou o mais sorridente das festas mais no fim delas sou oq mais choro.,True
48,No fim da festa o palhaço é oq mais chora,True
49,Vê meus sorrisos mais não vê minhas tristezas,True
50,"""Memorias são fantasmas que sopram no meu ouvido""",True
51,pic.twitter.com/6Evo8gdfgr,True
52,-Os suicidas carregam sempre um belo sorriso no rosto.,True
53,"""Não confunda meu silêncio com fraqueza, ninguém planeja um suicídio em voz alta""",True
54,New Album!! Cannot wait!!! #CAGETORATTLEpic.twitter.com/5M60gXKVa5,True
55,Eu sinto como se errasse todos os dias!,True
56,pic.twitter.com/14eTgX5RFB,True
57,"Coisas que eu faço melhor
1.Afastar pessoas. 
2.Dormir. 
3.Estragar as coisas. 
4.Fazer papel de trouxa. 
http://5.Me  importar com quem não merece.",True
58,pic.twitter.com/hsDKhasg0s,True
59,pic.twitter.com/ctn0voBpT3,True
60,pic.twitter.com/HLofLpPQyL,True
61,pic.twitter.com/g5LQwH8v9t,True
62,pic.twitter.com/kWQ9E8vB2S,True
63,pic.twitter.com/NapGYETIdz,True
64,pic.twitter.com/K3V45FEpx1,True
65,pic.twitter.com/5dtKTLCA35,True
66,pic.twitter.com/xAbAS644As,True
67,Não peça conselhos para mim. Vai que eu estrago sua vida também.,True
68,"""pode haver uma grande história por trás de um estou bem...""",True
69,Nem sempre é fácil sorrir quando na verdade esta chorando por dentro...,True
70,Há sorrisos que escondem tristezas e muitas lágrimas derramadas em silêncio.,True
71,pic.twitter.com/ksh94mWeE0,True
72,pic.twitter.com/FBZBfLZY8C,True
73,pic.twitter.com/RnO1ZD6j9V,True
74,pic.twitter.com/YdKvJ6Tb5U,True
75,"Você não consegue explicar, mas sente.",True
76,Algumas mágoas são o reflexo de várias histórias de sofrimento guardadas em silêncio.,True
77,Lágrimas e mais lágrimas e mesmo assim não consigo expulsar esta tristeza do meu coração!,True
78,Poucos entendem que por trás de um sorriso às vezes está um coração amargurado.,True
79,Como é triste perceber que estamos sós até mesmo no meio de tanta gente.,True
80,"Às vezes não queremos chorar, mas o coração não dá outra opção.",True
81,pic.twitter.com/eZmATuyA1a,True
82,"Queimamos e sangramos
Tentamos esquecer
Mas as memórias que ficam
Continuam a nos assombrar

-Dangerous Night-",True
83,"Falta algo, falta alguém. Sobra vazio, sobra uma angústia que da tristeza me faz refém.",True
84,Não existe carga mais pesada que o peso do vazio.,True
85,"Eu aprendi que as pessoas não vão fazer por mim, nem metade do que eu já fiz por elas.",True
86,"Se alguém estiver afim de comprar droga, estou vendendo minha vida.",True
87,"Às vezes fico me perguntando, se eu nasci para viver ou para me ferrar.",True
88,"Já perdi as contas de quantas vezes achei que tudo ia ser diferente, e não foi.",True
89,Você se matou dentro de mim.,True
90,pic.twitter.com/KS07EUGmLh,True
91,pic.twitter.com/diEQiFi31q,True
92,pic.twitter.com/mK0wleblXk,True
93,pic.twitter.com/bA0q0jHAJn,True
94,pic.twitter.com/JEuVhobMna,True
95,pic.twitter.com/y1FQ0GHd8F,True
96,pic.twitter.com/C4zzu9HkRU,True
97,pic.twitter.com/Uj2od0WP4P,True
98,pic.twitter.com/1iiAbHqQkj,True
99,pic.twitter.com/PPkA5PtUIS,True
100,pic.twitter.com/B5Tgg8FlSt,True
101,pic.twitter.com/Z4U766I5IG,True
102,pic.twitter.com/LQ80HygPrK,True
103,"O que você pode fazer
Quando o seu melhor não é bom o suficiente. 

-Get It Right-",True
104,????pic.twitter.com/ZGvkovTDWN,True
105,"Talvez eu esteja tão vazio, que já não sou mais ninguém.",True
106,"Quando se está triste até as coisas que mais lhe faz sorrir perde a graça, perde a cor e até o sentido.",True
107,Triste morrer em uma ilha que eu mesmo criei e não saber nadar.,True
108,"Quando se está triste até as coisas que mais lhe faz sorrir perde a graça, perde a cor e até o sentido",True
109,"Não sei se minha vida é uma merda, porque estou depressivo ou, se estou depressivo, porque minha vida é uma merda.",True
110,"Se a noite é uma criança, a madrugada é um adolescente depressivo.",True
112,"Quem se importa se mais uma luz se apagar?
Bem, eu me importo...

-Linkin-",True
113,pic.twitter.com/tbBYKYLGqp,True
114,"Vai ficar tudo bem, eu sei... Se não ficar eu finjo!",True
115,"Tem sido dias confusos, sabe ?",True
116,"Um lugar mais triste que minha mente, é minha realidade.",True
117,A tristeza não mata mas destrói aos poucos.,True
118,Deixo que as lágrimas percorram meu rosto na esperança que elas lavem também minha alma.,True
119,Pena que o tempo leve tudo menos a tristeza que cresce em mim dia após dia.,True
120,"Viver é também colecionar decepções, derrotas e cicatrizes.",True
123,A imaginação é a nossa melhor amiga contra a solidão.,True
124,Chorar é a forma mais dolorosa de morrer.,True
125,É tão ruim quando a gente para pra olhar ao nosso redor e percebe que as pessoas estão indo embora.,True
126,"Dentro do meu silêncio, há um milhão de pensamentos...",True
127,Lágrimas me arranham e sinto minha alma vazia.,True
128,"Sou só uma pessoa triste, num dia triste, numa vida triste.",True
129,"Todo mundo tem seu cantinho da tristeza, o meu é dentro de mim mesmo.",True
130,"Eu me sentia cansado, no corpo e na mente.

— Charles Bukowski.",True
131,Às vezes faz falta ter um lugar para fugir quando todo mundo resolve te magoar,True
132,A vida é uma piada cruel.,True
133,Meu coração já ta rouco de tanto gritar e ninguém ouvir,True
134,E você olha pra si mesmo e percebe que todo seu esforço não ta servindo pra porra nenhuma.,True
135,É só uma questão de tempo ate a tristeza me consumir por completo,True
136,Por que estou gritando e ninguém me escuta  ?,True
137,Me diz aí: até quando você vai ficar sustentando essa tua máscara sabendo que não está feliz?,True
138,Meus próprios pensamentos me dão pesadelos.,True
139,"A tristeza é uma droga, e eu estou viciado.",True
140,Cada dia que passa me sinto mais vazio.,True
141,Por quanto tempo você consegue segurar no rosto um sorriso que não é seu?,True
142,"Eu não estou sangrando, mas dói muito.

- Gaara-",True
143,"Se é “tudo para chamar atenção"", então por que fazemos tanta questão de esconder?",True
144,Lágrimas… Algumas vezes são as melhores palavras que o coração pode falar.,True
145,A pior dor é aquela que fingimos não sentir.,True
146,"Eu não me sinto suficiente e isso dói, dói pra caralho…",True
147,Lagrimas são palavras de um coração triste.,True
148,Pulsos cortados. sorrisos forçados. Ninguém nota. ninguém se importa.,True
149,"Eu respiro saudade.
E nunca doeu tanto respirar.",True
150,Esse é o problema da solidão. Ela entra e cresce em você como um silêncio profundo.,True
151,"Dói né. Quando você sente algo te matar por dentro, mas aí você tem que agir como isso nem afetasse você.

— Supernatural.",True
152,Como engolir o choro quando a dor mal te deixa respirar?,True
153,Eu aprendi a contar as minhas dores para o papel e não para as pessoas.,True
154,"É uma sensação estranha, um vazio, não sei dizer o que é pior, sentir qualquer coisa que seja ou não sentir nada.",True
155,"Eu tenho medo de falhar, sei que errar é Humano mas quando eu falho é como se eu não fosse bom o suficiente.",True
156,"Eu estou cansado, sabe.? Estou cansado pra porra",True
157,Ouvir músicas tristes: Uma forma de se afogar definitivamente numa depressão.,True
158,Quem sofre de depressão não precisa de inimigos.,True
159,"A pior depressão de um ser humano é
saber que poderia fazer o melhor e faz o pior.",True
160,"Para uma alma corroída pela depressão, todo doce é amargo.",True
161,A solidão do homem pode causar inspiração ou depressão!,True
162,"O difícil da depressão é justificar um choro, injustificável !",True
163,"Quantos mortos vivos há entre nós? Não zumbis, mas pessoas mortas por dentro.",True
164,"Quando as palavras não saem, as lágrimas falam por você.",True
165,"Escrever tem sido meu refúgio, o mais saudável deles, tem sido o meu remédio pra depressão.",True
166,"Depressão pós-nada: Nada te aconteceu, mas você fica deprimido mesmo assim.",True
167,pic.twitter.com/eAipdLu9af,True
168,"Odeio me senti assim, frio, triste e sozinho.",True
169,"Não tenho muitos amigos
Nunca me senti em casa
Sempre sendo meu próprio homem
Completamente sozinho

-Love Of The Loveless-",True
170,"Eu não sabia, você deveria ter dito que você se importava,
Não é tarde demais para corações partidos

-Watching For Comets-",True
171,"Quando você se abre, quando você diz o que está sentindo, as pessoas te quebram. Então, sim, o silêncio é seguro.",True
172,"Forte eu nunca fui, meu coração continua sendo bobo, frágil. Mas hoje disfarço melhor

-Querido John-",True
173,"Se decepção ensina, eu cansei de aprender.",True
174,"E eu digo que eu to bem, mentindo que eu vou bem, falando tá tudo bem. Na esperança de realmente ficar.",True
175,"Estou dançando com meus demônios. Estou no limite.

-Linkin Park-",True
176,Ando reclamando de tudo e todos. Nada na minha vida faz sentido.,True
177,"Busco curar o que está bem aqui dentro
Temendo esta coisa que me tornei

-Africa-",True
178,"Aquele que muito confia, muito se decepciona.",True
179,É triste quando você não tem mais pressa de chegar porque sabe que não tem mais ninguém pra te esperar.,True
180,"Se eu já tive amigos imaginários ? Não, tive amigos que eu imaginava ser verdadeiros.",True
181,"Parece que quanto mais você luta, mais difícil fica.",True
182,"Toda alegria é assim, já vem embrulhada numa tristezinha de papel fino.",True
183,"Minha alma esta doente, me sinto em coma, coma induzido pela tristeza profunda que sinto.",True
184,"Tem dias que não existem emoções, nem pensamentos: só dor!",True
185,"Por que tudo é tão pesado?
Segurando muito mais do que eu posso carregar eu continuo arrastando comigo o que me derruba.

-Linkin Park-",True
186,"Os monstros correm selvagens dentro de mim
Estou desaparecendo 

-Faded-",True
187,As vezes a morte é melhor que a agonia da vida.,True
188,"Estranho, conhecido, colega, amigo, melhor amigo. Ler de trás para frente dói, não é?",True
189,Quantas dores um abraço pode curar.,True
190,"A bagunça do quarto a gente arruma, mas e a do coração?",True
191,O que mais me assusta na dor é que ela precisa ser sentida.,True
192,"Cada dor tem uma história, e cada história tem uma pessoa.",True
193,"Obrigado pela sua amizade, a facada nas costas está doendo até hoje.",True
194,"Doeu. Doeu tanto. Eu queria morrer, eu queria que a dor passasse. Eu queria me enfiar num buraco escuro, e chorar",True
195,Eu só queria arrancar essa dor de dentro de mim agora.,True
196,"Já percebeu que as coisas que mais te trouxeram dores para sua vida, são as mais difíceis esquecer.",True
197,"Estou mergulhado em um mar de tristeza, e o pior é que eu não sei nadar.",True
198,"Como é triste como se vêm à vida, e como da vida se vai.",True
199,Que saudade de mim.,True
200,"Quero ver minha namorada, só ela me faz bem",True
201,Pois é... Mais um dia chato.,True
202,Mais um dia nessa vida de merda,True
203,A vida é o intervalo entre o tempo e a morte.,True
204,"Talvez você já esteja morto, só não percebeu ainda.",True
205,"Dizem que ninguém morre de amor, mas a falta dele mata muita gente.",True
206,Só depois que a pessoa morre que você fala o que realmente sente.,True
207,"Se você não conseguir controlar sua mente, um dia ela pode acabar te matando.",True
208,Eu acho que vou morrer sem entender o ser humano.,True
209,"Aquele momento estranho quando você ouve algo que te mata por dentro, mas tem que agir como se estivesse tudo bem.",True
210,Vivemos pra nada e vamos morrer por alguma coisa.,True
211,Todos os dias nós vamos morrendo aos poucos.,True
212,"Morra sem amizade, mas não sustente falsidade.",True
213,"Nem preciso desse jogo da baleia azul pra morrer, já estou morto por dentro faz muito tempo.",True
214,"Finjo que não sinto nada, mas estou morrendo por dentro.",True
215,"Só sei de uma coisa, quem não dá valor ao outro quando está vivo, não precisa dar quando morrer.",True
216,"A vida vai mastigando, até a morte estar pronta pra nos engolir.",True
217,Morri mas passo bem.,True
218,"Vivemos sabendo que a morte existe, mais fingimos que ela nunca vai acontecer.",True
219,"As pessoas não mudam, só pioram com o tempo.",True
220,O problema do mundo são as pessoas.,True
221,Vi pessoas me abandonarem no momento que mais precisei.,True
222,"O triste não é sentir-se só quando não há mais ninguém por perto. O triste é sentir-se só, mesmo com todos à sua volta",True
223,"Me perdi tentando me achar, me achei tentando me perder.",True
224,Me julgam como se soubessem oq se passa na minha vida.,True
225,Eu me perdi de mim.,True
226,O amor é uma música instrumental com toque triste.,True
227,É díficil se sentir um lixo todos os dias.,True
228,"Não ache que todas as pessoas engraçadas tem uma vida feliz,uma bela risada pode ser um choro na alma.",True
229,"Não vejo uma saída e todos os fantasmas saem para brincar
e cada demônio quer seu pedaço de carne 

-Florence And The Machine-",True
230,"As lágrimas são as últimas palavras, quando perde a voz",True
231,Nada é mais triste do que ter que esconder um sentimento de tristeza,True
232,"Fico triste quando alguém me ofende, mas, com certeza, eu ficaria mais triste se fosse eu o ofensor…",True
233,Não se esconda atrás de um falso sorriso. Você Tem o direito de não estar bem.,True
234,Às vezes eu queria aparecer > Offline < na vida real.,True
235,A morte é o descanso de um pesadelo de uma vida,True
236,Pior do que suportar a dor é fingir que esta tudo bem!,True
237,Se o meu sorriso mostrasse o que realmente estou sentindo ao me verem sorrindo todos chorariam.,True
238,"Pensei que já tinha chegado no fundo dessa depressão... Me enganei, continuo caindo.",True
239,pic.twitter.com/WL1DGA0GWE,True
240,pic.twitter.com/NZg9VXAtLl,True
241,pic.twitter.com/yLSuRWcNzE,True
242,pic.twitter.com/iSUcjxMBm9,True
243,pic.twitter.com/odkFSw1OIA,True
244,pic.twitter.com/hg2MfRN5hl,True
245,pic.twitter.com/1SIsF7pO2i,True
246,pic.twitter.com/5yJKmUfY00,True
247,"Eles dizem que eu não duro um dia no mundo real, e eu digo:
vocês não sobreviveriam uma noite no meu...",True
248,"""nunca confie numa luz no fim do túnel, ela pode ser a saída mas também pode ser um trem desgovernado...""",True
249,"As frases eram depressivas e agressivas, mas dentro de cada letra havia apenas a verdade. Tive que me destruir para me tornar forte.",True
250,"Pois é, mais um dia comum, nada de especial, nem interessante, é só mais um diazinho de merda.",True
251,As vezes o melhor é se silenciar.,True
252,Que merda de vida.,True
253,Eu guardo muita coisa só para mim.,True
254,pic.twitter.com/LfpI11CHew,True
255,pic.twitter.com/KpxgJqgpTU,True
256,pic.twitter.com/q8LZqcO3RY,True
257,"O mundo poderia se chamar privada, pq minha vida é uma merda",True
258,"Ai vc acorda, abre a porta, olha o céu... E dá uma vontade de se matar.",True
259,Lembranças felizes nos fazem chorar de tristeza.,True
260,Apenas existindo...,True
261,"A vida é um rio com correnteza lenta, que nos leva direto para a morte.",True
262,"Triste é você ter muitos amigos, e na hora que você mais precisa, não aparecer nenhum para ajudar ou estender a mão.",True
263,"Eu não sei mais qual é o meu estado emocional, sério. Não sei se estou feliz ou triste. Apenas sinto um vazio dentro de mim.",True
264,pic.twitter.com/0bI7cUduag,True
265,Ninguém vê meu sofrimento por trás do meu sorriso.,True
266,Os demônios gritam na minha cabeça.,True
267,pic.twitter.com/UsfsZSH2Nl,True
268,"Quando a saudade fala mais alto, eu apenas ouço as músicas que a gente ouvia juntos... e as lágrimas rolam.",True
269,pic.twitter.com/LFFNCXkwws,True
270,Mais um dia nesse inferno.,True
271,"Só quem precisa segurar uma lágrima, sabe a dor que ela pode causar.",True
272,"As pessoas pensam que você está bem sempre, mas não sabem o que sente por dentro.",True
273,As pessoas se cansam de ser um sorriso triste atrás de uma pintura sorridente.,True
274,"Só entende de lágrimas quem já chorou, só quem sente a dor sabe o que ela causou.",True
275,"Estou tão só, que parece que estou sem mim.",True
276,"Alguns momentos poderiam ser iguais a música.
Ela acaba, mas você sabe que pode ouvi-la novamente.",True
277,"Oq não te mata, só te faz querer morrer.",True
278,"Mesmo que não seja sua intenção me machucar
Você continua me destruindo
Você poderia, por favor, ter piedade do meu coração?

-Mercy-",True
279,"Odeio aquele sentimento em que você não está necessariamente triste, mas você se sente vazio e todas as coisas em sua volta te irritam.",True
280,É muito triste quando você descobre quem realmente as pessoas são.,True
281,As pessoas deixam para dar valor quando o caixão já está fechado.,True
282,Seria diferente se você soubesse que aquela era a última vez?,True
283,E se fosse seu último dia? Quem você procuraria para dizer adeus?,True
284,Por que as coisas só ficam claras quando é tarde demais?,True
285,"A vida nada mais é do que a morte em conta-gotas, cada gota que se vai, é um pouco que se morre.",True
286,"Não sou bom o bastante, nem divertido o bastante, nem bonito o bastante. Esse é o resumo da minha vida.",True
287,"A verdade é, que eu nunca sou o suficiente.",True
288,Queria que o Chris Daughtry me seguisse. ,True
289,"Só eu que acho que é uma puta mentira essa história de seguir os famosinhos e ganhar seguidores ? Pq comigo não colou, Desculpem.",True
290,Não consegui rt então vou twittar.pic.twitter.com/62RpDopSnQ,True
291,"O sono não vem, e a tristeza não vai.",True
292,Espero que vc tenha o mesmo que vc me desejou.,True
293,"Já bebi de tantas fontes amargas, mereço água doce tbm.",True
294,"Se as pessoas te chamarem de lixo, não ligue, pois lixo tbm é reciclável.",True
295,Ninguém merece ser tratado como lixo.,True
296,"Vc espera tudo das pessoas, menos o desprezo.",True
297,Um foda-se bem grande pra vc que não está ligando pro que eu sinto.,True
298,As vezes vc leva cada rasteira da vida.,True
299,"Oq diabos está errado comigo? Este não é oq eu tenho que ser.

-Linkin Park-",True
300,Ninguém nunca vai saber se você esta sorrindo por felicidade ou para esconder sua tristeza.,True
301,"Com o passar do tempo, as máscaras vão caindo.",True
302,Não posso voltar para ontem porque lá eu era outra pessoa.,True
303,Eu sou aquele amigo...pic.twitter.com/6Hb3CQxqiS,True
304,Que tristeza agonizante.,True
305,"Eu só quero ser feliz, pq eu não consigo?",True
306,"Quem roubou a minha vida,  por favor,  me devolva.",True
307,"Fingir que estou bem,  já virou rotina.",True
308,Sorrir sem estar feliz é a coisa mais ruim desse mundo.,True
309,pic.twitter.com/41TMA9rr7s,True
310,Todos me deixam para trás em algum momento.,True
311,"-É difícil viver! 

-É sim mas a gente aprende com o tempo! 

-A gente não aprende,  agente só camufla,  pra parecer forte mais não somos.",True
312,pic.twitter.com/YdBjXazYfn,True
313,pic.twitter.com/GG9jBHRVuQ,True
314,pic.twitter.com/3xyYOhKgaD,True
315,pic.twitter.com/CO3uPWBe3h,True
316,pic.twitter.com/kK6nTRsg7i,True
317,pic.twitter.com/4yXLyyz1sW,True
318,"Ai do nada te dá uma vontade de chorar,  desistir de tudo,  pq tudo desiste de vc.",True
319,Eu me odeio.,True
320,Que bad.,True
321,As coisas se acabam e a gente nem vê.,True
322,Que tristeza.,True
323,Nascemos sem pedir e morremos sem sermos avisados.,True
324,"Quando vem a madrugada, eu me lembro de tudo que passou, todas as coisas que rolou e não tem volta, só resta imaginar e esperar passar.",True
325,saquei kkkkkkkk malz ai.,True
326,"Tbm to legal, hj alguém me tirou da tristeza kkkkkkkkkkkk",True
327,Sagitário e o seu ?,True
328,"Anjos mentem para manter o controle

-Snuff-",True
329,"Nós nunca estávamos vivos, e nós não nasceremos de novo
Mas eu nunca sobreviverei com memórias mortas em meu coração

-Dead Memories-",True
330,"Eu odeio o que me tornei
O pesadelo apenas começou
Eu preciso confessar que eu me sinto como um monstro

-Monster-",True
331,Não sou bom o bastante.,True
332,"-Vc é uma boa pessoa!
-Pq todos vão embora então?",True
333,Sou invisível.,True
334,À um grito incessante dentro de mim.,True
335,"Ouço todo mundo, quando querem desabafar, mais e eu... Ninguém me escuta.",True
336,See You Again é tão ,True
337,"Pessoas riem quando se sentem tristes.

-Cry-",True
338,"Você já sentiu tanta dor?
Não ter nada, sonhar alguma coisa, e depois perder esperando

 -Be Not Always-",True
339,"Todos vieram ver
A menina que agora está morta

-Little Susie-",True
340,pic.twitter.com/EK6mststbl,True
341,pic.twitter.com/sWqc7FgJmq,True
342,Minha vida anda tão sem sentido.,True
343,Eu já me li em muitos livros.,True
344,O para sempre tem prazo de validade.,True
345,Ninguém perde o que nunca teve.,True
346,Os dia passa e o que você fez?,True
347,A autorreflexão permite olhar para dentro de nós e enxergar o quanto somos tão profundos e frágeis.,True
348,Sofrimento virou rotina.,True
349,Vou ouvir Lonely Day :( já to na merda mesmo.,True
351,Eu to cansado...,True
352,Eu tenho que parar de ser trouxa.,True
353,Quanto mais vc se doa menos vc recebe.,True
354,"Vc só é bom quando morre, enquanto vc vive, vc é só mais um na vida das pessoas.",True
355,"Retweet para ganhar seguidores, siga quem retweetou e siga de volta quem te seguiu ",True
356,"O rei dispertou a rainha do mar, num barco acorrentou, por onde andares são teus os mares, quem ouviu temou. https://twitter.com/C_1jackSparrow/status/774763926773006340 …",True
357,"Se vc tivesse uma irmã e ela tivesse um cão, eu escolheria o cão.

-Jack Sparrow-",True
358,"Vc me parece muito familiar, eu já o ameacei ?

-Jack Sparrow-",True
359,"Quando me deixou naquela ilha imunda para morrer, se esqueceu de uma coisa! Eu sou o Capitão Jack Sparrow...",True
360,Logo logo tem mais Capitão.https://twitter.com/C_1jackSparrow/status/774679279431016449 …,True
361,"É difícil esconder a tristeza atrás de risos o tempo todo.  

-Naruto-",True
362,É triste quando você faz de tudo e ninguém reconhece seu esforço.,True
363,"Não que eu seja feliz o tempo todo, é que eu sou um mestre em disfarçar a tristeza.",True
364,"Desistir é fácil, o difícil e manter o sorriso na tristeza.",True
365,"Passo dias engolindo minhas tristezas, mas ninguém vê, ninguém ouve, ninguém sente.",True
366,Quantas tristezas cabem em uma lágrima?,True
367,Vc pode estar cercado por muitos e mesmo assim vai se sentir só.,True
368,"Vou ignorar vcs, do mesmo modo que vcs me ignoram.",True
369,Mais que merda de vida.,True
370,"Ai todo mundo some, e vc pensa ""pra que eu sirvo?""",True
371,"Está tudo perdendo a graça, e a vontade de viver diminui a cada dia que passa.",True
372,"Não importa oq vc faça, quando não é pra ser seu, sempre tem algo que impede.",True
373,Frio sarcástico e sem coração. Foi no que eu me transformei. E só agradeço à sociedade.,True
374,"Uma mentira só é uma boa mentira quando até você acredita nela.

-Jack Sparrow-",True
375,"Tesouros não são apenas ouro e prata, amigo.

-Jack Sparrow-",True
376,pic.twitter.com/bzwNUOqzP0,True
377,Estar na merda faz parte da minha vida.,True
378,"Ninguém sabe como é
Ser o homem triste
Por trás de olhos tristes
Ninguém sabe como é
Ser odiado
Ser destinado
A contar apenas mentiras.",True
379,"Pq vc me machuca tanto, só te dou rosas em troca só recebo espinhos.",True
380,"Só vc não vê, que preciso de vc pra viver.",True
381,É difícil ver que as pessoas mudaram com vc.,True
382,"Só queria ter um dia feliz na minha vida, é pedir muito ? Preciso de compreensão, assim como compreendo as outras pessoas.",True
383,"Alguém sabe onde vende alto estima, preciso de um pouco.",True
384,"Não me resta mais nada
Sim, prefiro ser o perdedor
Que te deu tudo
E não me resta mais nada

-El Perdedor-",True
385,"Nem sei mais oq faço, é tanta tristeza que não cabe mais em mim",True
386,Não aguento mais.,True
387,O vidinha de merda.,True
388,"Eu guardo cada coisa aqui dentro sentimentos... raiva, ódio amor, saudade... É tão difícil guardar tudo isso, pq não sei qual deles sentir.",True
389,Estou tão farto de tudo.,True
390,"A verdade é que ninguém liga pra sua tristeza, mais querem saber o pq de vc estar triste.",True
391,"As vezes eu finjo que estou feliz, pra não ter que explicar o pq de tanta tristeza.",True
392,"Vou colocar meus fones e esquecer que o mundo existe, só assim não vou me sentir um cadáver ambulante.",True
393,Que vida de merda.,True
394,"Queria não sentir isso, mais eu sinto.",True
395,Que angústia.,True
396,"Estou me sentindo um nada... Talvez eu seja um nada, mais um nada como eu tbm tem sentimentos.",True
397,"Não esqueça quem fica com você, quando todos vão embora.",True
398,"Pra eles, você é só uma aberração, como eu.",True
399,"Riram da minha ida, vão chorar com a minha volta.",True
400,"Não sou legal. Não sou simpático, quando eu era mais novo queria matar as pessoas... na verdade muitas eu ainda quero matar.",True
401,"De certa forma, é bom saber que não sou o único fingindo ser normal.",True
402,"Não sei amar, isso é um fato. Mas sei gostar demais, cuidar demais, me preocupar demais. Tudo em overdose.",True
403,O que não nos mata nos torna estranhos.,True
404,"(...) Aí o tempo para e eu me acalmo, abro os olhos e encaro o mundo, e pela primeira vez vejo através dele e entendo a piada: Nada é real.",True
405,"E pra quem não tinha a intenção de sentir nada, eu estou sentindo é muito.",True
406,"Nunca estou bem... Quando me perguntam ""tudo bem?"", sempre respondo sim. Mas na verdade sempre há algo me aborrecendo.",True
407,"Eu nunca me importei muito com o conceito de inferno, mas se ele existe, eu estou nele.",True
408,"Todos temos algo a esconder... Algo obscuro dentro de nós, que não queremos que o mundo veja. Então fingimos que está tudo bem

-Coringa-",True
409,Estou me sentindo um lixo.,True
410,Se eu morresse a única pessoa que sentiria a minha falta é a minha mãe.,True
411,"Eu não me sinto bem, algo está faltando, acho que sou eu.",True
412,pic.twitter.com/kZDAg9nqO0,True
413,Vc mentiu pra mim.,True
414,Só existem dois motivos para que alguém se preocupe com você: ou ela te ama muito ou você tem alguma coisa que a interessa.,True
415,"O mundo continua o mesmo, só há menos razões para se viver.

-Capitão Jack Sparrow-",True
416,pic.twitter.com/JxyHtgPK7T,True
417,Aquelas palavras me magoaram muito,True
418,"A vida é assim, vc não sabe se vive um dia a mais ou um dia a menos.",True
419,Hoo vidinha filha da puta.,True
420,A verdade é que tá tudo uma merda.,True
421,A tristeza me consome.,True
422,pic.twitter.com/mfHWNDJL92,True
423,Odeio ser esquecido.,True
424,"Mesmo sumindo por horas, vc não sente minha falta.",True
425,Vou dormir  to bem cansado.,True
426,"Eu confesso, eu já matei muitos sentimentos por aí... mas foi em legítima defesa.",True
